0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
0.1, 6761.48, 1569.01, 905.867, -1.95306, 6.3124, 3.64446, 0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0, 6761.48, 1569.02, 905.874, -1.95308, 6.31239, 3.64446, -0.182574, 0.365148, 0.547723, 0.730297, 0, 0, 0
