0.6378136300E+07, 0.3986004415E+15, 7.2921150E-5, 180, 180, 1, 0.0, 0.0 
    0,    0,  1.000000000000E+00,  0.000000000000E+00,  0.00000E+00,  0.00000E+00
    1,    0,  0.000000000000E+00,  0.000000000000E+00,  0.00000E+00,  0.00000E+00
    1,    1,  0.000000000000E+00,  0.000000000000E+00,  0.00000E+00,  0.00000E+00
    2,    0, -4.841692638330E-04,  0.000000000000E+00,  4.69720E-11,  0.00000E+00
    2,    1, -2.234662444661E-10,  1.464715526673E-09,  7.80300E-12,  7.86590E-12
    2,    2,  2.439350113369E-06, -1.400296540441E-06,  7.82190E-12,  7.82300E-12
    3,    0,  9.572027902208E-07,  0.000000000000E+00,  9.87110E-12,  0.00000E+00
    3,    1,  2.030466388182E-06,  2.482080433653E-07,  4.51040E-12,  4.51870E-12
    3,    2,  9.047846524431E-07, -6.189942681083E-07,  6.83630E-12,  6.83640E-12
    3,    3,  7.212871882010E-07,  1.414368208779E-06,  1.28100E-11,  1.28220E-11
    4,    0,  5.399964106071E-07,  0.000000000000E+00,  4.24230E-12,  0.00000E+00
    4,    1, -5.361544237902E-07, -4.735680040417E-07,  4.41410E-12,  4.40940E-12
    4,    2,  3.504958968385E-07,  6.624855562470E-07,  6.02240E-12,  6.02100E-12
    4,    3,  9.908586325033E-07, -2.009476685481E-07,  9.73280E-12,  9.72750E-12
    4,    4, -1.884976309101E-07,  3.088135184212E-07,  1.13860E-11,  1.13710E-11
    5,    0,  6.866574057291E-08,  0.000000000000E+00,  2.25770E-12,  0.00000E+00
    5,    1, -6.292428749088E-08, -9.437428640136E-08,  2.36130E-12,  2.35880E-12
    5,    2,  6.520778577638E-07, -3.233496172587E-07,  2.93610E-12,  2.93470E-12
    5,    3, -4.518537514124E-07, -2.149561037572E-07,  5.43580E-12,  5.43800E-12
    5,    4, -2.953307723280E-07,  4.980925678694E-08,  7.95870E-12,  7.95230E-12
    5,    5,  1.748040283338E-07, -6.693703781765E-07,  1.11090E-11,  1.11000E-11
    6,    0, -1.499596204836E-07,  0.000000000000E+00,  2.23290E-12,  0.00000E+00
    6,    1, -7.592505797236E-08,  2.651378843389E-08,  2.32320E-12,  2.32070E-12
    6,    2,  4.864539750273E-08, -3.737920915147E-07,  2.83080E-12,  2.82890E-12
    6,    3,  5.724334935560E-08,  8.952473451278E-09,  3.49890E-12,  3.49730E-12
    6,    4, -8.601639084556E-08, -4.714241836895E-07,  4.91870E-12,  4.91570E-12
    6,    5, -2.671694458420E-07, -5.364945320709E-07,  8.61570E-12,  8.61750E-12
    6,    6,  9.475274175687E-09, -2.373889502183E-07,  7.30960E-12,  7.30540E-12
    7,    0,  9.050739327092E-08,  0.000000000000E+00,  1.32710E-12,  0.00000E+00
